Sampling Timestamp,Calcium Dissolved,Site Name,Station Name,Depth,Value Sign,Unit Symbol,Method,Laboratory,Sampling Number,Sample Number,RDL,Sample Location,Sample Type,Sample Timestamp
08/30/2012 9:00 AM,7.08,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02310,12SWE02311,0.1,Centre,SINGLE EUPHOTIC COMPOSITE,08/30/2012 8:00 AM
08/26/2013 12:45 PM,7.22,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02199,13SWE02200,0.1,Centre,SINGLE EUPHOTIC COMPOSITE,08/26/2013 11:45 AM
07/10/2014 12:00 PM,6.14,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107509,,0.03,"'---",,07/10/2014 11:00 AM
08/19/2014 2:30 PM,6.21,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02262,14SWE02263,0.03,Centre,SINGLE EUPHOTIC COMPOSITE,08/19/2014 1:30 PM
09/06/2014 12:00 PM,6.67,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107506,,0.03,"'---",,09/06/2014 11:00 AM
03/03/2015 12:00 PM,7.29,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107512,,0.03,"'---",,03/03/2015 12:00 PM
08/27/2015 4:30 PM,7.24,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05478,15SWE05479,0.03,Centre,SINGLE EUPHOTIC COMPOSITE,08/27/2015 3:30 PM
03/15/2016 12:00 PM,9.2,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112645,,0.03,"'---",,03/15/2016 11:00 AM
07/19/2016 12:00 PM,4.94,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112441,,0.03,"'---",,07/19/2016 11:00 AM
08/23/2016 10:30 AM,7.13,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08202,16SWE08203,0.03,Centre,SINGLE EUPHOTIC COMPOSITE,08/23/2016 9:30 AM
09/20/2016 12:00 PM,7.36,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112243,,0.03,"'---",,09/20/2016 11:00 AM
03/14/2017 12:00 PM,10.6,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111676,,0.03,"'---",,03/14/2017 11:00 AM
08/23/2017 8:29 AM,7.93,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12722,17SWE12723,0.03,Centre,SINGLE EUPHOTIC COMPOSITE,08/23/2017 7:30 AM
09/16/2020 8:00 AM,6.85,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE10884,20SWE10885,0.03,Centre,SINGLE EUPHOTIC COMPOSITE,09/16/2020 7:00 AM
05/26/2014 12:00 PM,4.51,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",106650,,0.5,"'---",,05/26/2014 11:00 AM
07/10/2014 12:00 PM,7.11,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107509,,0.5,"'---",,07/10/2014 11:00 AM
09/06/2014 12:00 PM,7.5,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107506,,0.5,"'---",,09/06/2014 11:00 AM
03/03/2015 12:00 PM,9.09,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,3158,"ALS (FORMERLY ENVIRO-TEST) LABORATORIES, EDMONTON, ALBERTA",107512,,0.5,"'---",,03/03/2015 12:00 PM
08/19/2014 2:30 PM,7.01,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,14SWE02262,14SWE02263,0.005,Centre,SINGLE EUPHOTIC COMPOSITE,08/19/2014 1:30 PM
08/27/2015 4:30 PM,7.25,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05478,15SWE05479,0.005,Centre,SINGLE EUPHOTIC COMPOSITE,08/27/2015 3:30 PM
03/15/2016 12:00 PM,9,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112645,,0.3,"'---",,03/15/2016 11:00 AM
07/19/2016 12:00 PM,7.4,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112441,,0.3,"'---",,07/19/2016 11:00 AM
08/23/2016 10:30 AM,7.48,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,16SWE08202,16SWE08203,0.005,Centre,SINGLE EUPHOTIC COMPOSITE,08/23/2016 9:30 AM
09/20/2016 12:00 PM,7.4,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112243,,0.3,"'---",,09/20/2016 11:00 AM
03/14/2017 12:00 PM,11,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111676,,0.3,"'---",,03/14/2017 11:00 AM
08/23/2017 8:29 AM,7.57,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,17SWE12722,17SWE12723,0.005,Centre,SINGLE EUPHOTIC COMPOSITE,08/23/2017 7:30 AM
09/16/2020 8:00 AM,7.5,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",20SWE10884,20SWE10885,0.3,Centre,SINGLE EUPHOTIC COMPOSITE,09/16/2020 7:00 AM
08/19/2021 3:15 PM,7,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",21SWE04629,21SWE04629-01,0.30,Centre,EUPHOTIC COMPOSITE,08/19/2021 2:15 PM
09/14/2022 8:50 AM,7.6,NAMUR LAKE,NAMUR LAKE,,"'---",mg/l,1516,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",22SWE04613,22SWE04613-01,0.30,Centre,SINGLE EUPHOTIC COMPOSITE,09/14/2022 7:50 AM
